ledger_id,contract_id,created_at,period,ledger_type,ledger_status,initial_balance,balance,due_date,paid_off_date
47csba5,75muz,2020-07-20T07:55:33.882,3,PRINCIPAL,UNPAID,403500,403500,2020-10-20T16:59:59.999,
o65ca0v,75muz,2020-07-20T07:55:33.882,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
xji5ixf,7g7ra,2020-09-23T17:08:18.682,2,LATE_FEE,PAID,45000,0,2020-09-20T16:59:59.999,2020-09-26T03:49:03
dm2vm02,7g7ra,2020-07-20T04:42:48.926,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-27T04:21:48
ri4ok9x,7g7ra,2020-07-20T04:42:48.926,1,PRINCIPAL,PAID,379000,0,2020-08-20T16:59:59.999,2020-08-27T04:21:48
3fsr1s9,7g7ra,2020-07-20T04:42:48.926,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
ncujjoy,7g7ra,2020-07-20T04:42:48.926,4,PRINCIPAL,UNPAID,379000,379000,2020-11-20T16:59:59.999,
8w5ujcb,7g7ra,2020-07-20T04:42:48.926,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-26T03:49:03
5b24q6g,7g7ra,2020-07-20T04:42:48.926,2,PRINCIPAL,PAID,379000,0,2020-09-20T16:59:59.999,2020-09-26T03:49:03
2yn7t50,7g7ra,2020-07-20T04:42:48.926,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
afyre1b,7g7ra,2020-07-20T04:42:48.926,5,PRINCIPAL,UNPAID,379000,379000,2020-12-20T16:59:59.999,
1kwfwnk,7g7ra,2020-07-20T04:42:48.926,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
7w43un7,7g7ra,2020-07-20T04:42:48.926,3,PRINCIPAL,UNPAID,379000,379000,2020-10-20T16:59:59.999,
9yzdq54,7g7ra,2020-07-20T04:42:48.926,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
gj6qmfw,7g7ra,2020-07-20T04:42:48.926,6,PRINCIPAL,UNPAID,379000,379000,2021-01-20T16:59:59.999,
e85g0bp,7g7ra,2020-08-23T17:09:08.087,1,LATE_FEE,PAID,55000,0,2020-08-20T16:59:59.999,2020-08-27T04:21:48
39wq3el,7gjdr,2020-09-23T17:08:17.738,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
by1i02b,7gjdr,2020-07-20T06:17:04.403,1,PRINCIPAL,PARTIALLY_PAID,646000,246000,2020-08-20T16:59:59.999,
avo2j6m,7gjdr,2020-07-20T06:17:04.403,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
xxiu9r7,7gjdr,2020-07-20T06:17:04.403,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
tb4xo9h,7gjdr,2020-07-20T06:17:04.403,4,PRINCIPAL,UNPAID,646000,646000,2020-11-20T16:59:59.999,
qa5wxv7,7gjdr,2020-07-20T06:17:04.403,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
xmhx0ch,7gjdr,2020-07-20T06:17:04.403,2,PRINCIPAL,UNPAID,646000,646000,2020-09-20T16:59:59.999,
qlqm2nx,7gjdr,2020-07-20T06:17:04.403,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
l01aji1,7gjdr,2020-07-20T06:17:04.403,5,PRINCIPAL,UNPAID,646000,646000,2020-12-20T16:59:59.999,
w6f7han,7gjdr,2020-07-20T06:17:04.403,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
8ezk56t,7gjdr,2020-07-20T06:17:04.403,3,PRINCIPAL,UNPAID,646000,646000,2020-10-20T16:59:59.999,
0zzpzaj,7gjdr,2020-07-20T06:17:04.403,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
whbbhtk,7gjdr,2020-07-20T06:17:04.403,6,PRINCIPAL,UNPAID,646000,646000,2021-01-20T16:59:59.999,
y242mrj,7gjdr,2020-08-23T17:09:06.128,1,LATE_FEE,UNPAID,475000,475000,2020-08-20T16:59:59.999,
jk7e1tv,7isno,2020-07-20T01:11:17.773,1,INTEREST,PAID,112000,0,2020-08-20T16:59:59.000,2020-08-18T04:49:36
l6eqn0e,7isno,2020-07-20T01:11:17.773,1,PRINCIPAL,PAID,431500,0,2020-08-20T16:59:59.000,2020-08-18T04:49:36
s8zncug,7isno,2020-07-20T01:11:17.773,2,INTEREST,PAID,77480,0,2020-09-20T16:59:59.000,2020-08-26T05:20:10
86mfex6,7isno,2020-07-20T01:11:17.773,2,PRINCIPAL,PAID,466020,0,2020-09-20T16:59:59.000,2020-08-26T05:20:10
bxr7wty,7isno,2020-07-20T01:11:17.773,3,INTEREST,PAID,40198.4,0,2020-10-20T16:59:59.000,2020-08-26T05:21:47
srhw0hf,7isno,2020-07-20T01:11:17.773,3,PRINCIPAL,PAID,503301.6,0,2020-10-20T16:59:59.000,2020-08-26T05:21:47
fiz6nnz,7kvun,2020-07-20T01:32:17.529,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-20T15:41:22
x1ovnve,7kvun,2020-07-20T01:32:17.529,1,PRINCIPAL,PAID,380500,0,2020-08-20T16:59:59.999,2020-08-20T15:41:22
p32o1rr,7kvun,2020-07-20T01:32:17.529,4,PRINCIPAL,UNPAID,380500,380500,2020-11-20T16:59:59.999,
kneu9pc,7kvun,2020-07-20T01:32:17.529,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
crrk8sn,7kvun,2020-07-20T01:32:17.529,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-08T08:13:37
q74jtcg,7kvun,2020-07-20T01:32:17.529,2,PRINCIPAL,PAID,380500,0,2020-09-20T16:59:59.999,2020-09-08T08:13:37
z4i9oc8,7kvun,2020-07-20T01:32:17.529,5,PRINCIPAL,UNPAID,380500,380500,2020-12-20T16:59:59.999,
1z06xly,7kvun,2020-07-20T01:32:17.529,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
4m6ufam,7kvun,2020-07-20T01:32:17.529,3,PRINCIPAL,UNPAID,380500,380500,2020-10-20T16:59:59.999,
bod0uq9,7kvun,2020-07-20T01:32:17.529,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
5moxjzc,7kvun,2020-07-20T01:32:17.529,6,PRINCIPAL,UNPAID,380500,380500,2021-01-20T16:59:59.999,
35jojsq,7kvun,2020-07-20T01:32:17.529,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
0dk6f4m,7n9v2,2020-09-23T17:08:19.132,2,LATE_FEE,UNPAID,630000,630000,2020-09-20T16:59:59.999,
t3yljla,7n9v2,2020-07-20T06:16:16.364,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-02T18:17:30
l6emkvn,7n9v2,2020-07-20T06:16:16.364,1,PRINCIPAL,PAID,1279500,0,2020-08-20T16:59:59.999,2020-08-02T18:17:30
qts6t4w,7n9v2,2020-07-20T06:16:16.364,4,PRINCIPAL,UNPAID,1279500,1279500,2020-11-20T16:59:59.999,
mods60y,7n9v2,2020-07-20T06:16:16.364,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
muhmlnb,7n9v2,2020-07-20T06:16:16.364,2,PRINCIPAL,UNPAID,1279500,1279500,2020-09-20T16:59:59.999,
3h3o2xg,7n9v2,2020-07-20T06:16:16.364,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
a9j5twe,7n9v2,2020-07-20T06:16:16.364,5,PRINCIPAL,UNPAID,1279500,1279500,2020-12-20T16:59:59.999,
v5aeodk,7n9v2,2020-07-20T06:16:16.364,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
un23fjq,7n9v2,2020-07-20T06:16:16.364,3,PRINCIPAL,UNPAID,1279500,1279500,2020-10-20T16:59:59.999,
jer8a4a,7n9v2,2020-07-20T06:16:16.364,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
afr04yb,7n9v2,2020-07-20T06:16:16.364,6,PRINCIPAL,UNPAID,1279500,1279500,2021-01-20T16:59:59.999,
x4ypnmb,7n9v2,2020-07-20T06:16:16.364,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
yxw8ac0,7of0s,2020-07-20T14:19:57.049,1,INTEREST,PAID,112000,0,2020-08-20T16:59:59.000,2020-08-16T11:02:56
svbnuue,7of0s,2020-07-20T14:19:57.049,1,PRINCIPAL,PAID,431500,0,2020-08-20T16:59:59.000,2020-08-16T11:02:56
rny91kt,7of0s,2020-07-20T14:19:57.049,2,INTEREST,PAID,77480,0,2020-09-20T16:59:59.000,2020-09-19T09:35:55
7wq6kho,7of0s,2020-07-20T14:19:57.049,2,PRINCIPAL,PAID,466020,0,2020-09-20T16:59:59.000,2020-09-19T09:35:55
5zjne6s,7of0s,2020-07-20T14:19:57.049,3,INTEREST,UNPAID,40198.4,40198.4,2020-10-20T16:59:59.000,
7hv1zns,7of0s,2020-07-20T14:19:57.049,3,PRINCIPAL,UNPAID,503301.6,503301.6,2020-10-20T16:59:59.000,
00shmdx,7ozx8,2020-09-23T17:08:14.462,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
i20dzo1,7ozx8,2020-07-20T06:15:50.589,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-20T05:08:08
vmrl2d0,7ozx8,2020-07-20T06:15:50.589,1,PRINCIPAL,PAID,337000,0,2020-08-20T16:59:59.999,2020-08-20T05:08:08
q5u9urb,7ozx8,2020-07-20T06:15:50.589,4,PRINCIPAL,UNPAID,337000,337000,2020-11-20T16:59:59.999,
qsfu75y,7ozx8,2020-07-20T06:15:50.589,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
8kbrgdp,7ozx8,2020-07-20T06:15:50.589,2,PRINCIPAL,UNPAID,337000,337000,2020-09-20T16:59:59.999,
vbrkbx5,7ozx8,2020-07-20T06:15:50.589,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
wl9y85x,7ozx8,2020-07-20T06:15:50.589,5,PRINCIPAL,UNPAID,337000,337000,2020-12-20T16:59:59.999,
ivzusyg,7ozx8,2020-07-20T06:15:50.589,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
r7osizt,7ozx8,2020-07-20T06:15:50.589,3,PRINCIPAL,UNPAID,337000,337000,2020-10-20T16:59:59.999,
4jm0tv7,7ozx8,2020-07-20T06:15:50.589,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
o2znr50,7ozx8,2020-07-20T06:15:50.589,6,PRINCIPAL,UNPAID,337000,337000,2021-01-20T16:59:59.999,
wjfdi4m,7ozx8,2020-07-20T06:15:50.589,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
ytbk4yh,7pl37,2020-09-23T17:08:20.383,2,LATE_FEE,UNPAID,630000,630000,2020-09-20T16:59:59.999,
ob3j722,7pl37,2020-07-20T09:33:07.841,1,PRINCIPAL,UNPAID,1199500,1199500,2020-08-20T16:59:59.999,
5kk5tox,7pl37,2020-07-20T09:33:07.841,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
jdf4lv1,7pl37,2020-07-20T09:33:07.841,4,PRINCIPAL,UNPAID,1199500,1199500,2020-11-20T16:59:59.999,
aqi8yxh,7pl37,2020-07-20T09:33:07.841,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
4orfk9t,7pl37,2020-07-20T09:33:07.841,2,PRINCIPAL,UNPAID,1199500,1199500,2020-09-20T16:59:59.999,
dcl36wx,7pl37,2020-07-20T09:33:07.841,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
rvrguoh,7pl37,2020-07-20T09:33:07.841,5,PRINCIPAL,UNPAID,1199500,1199500,2020-12-20T16:59:59.999,
or55nnr,7pl37,2020-07-20T09:33:07.841,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
zur92ih,7pl37,2020-07-20T09:33:07.841,3,PRINCIPAL,UNPAID,1199500,1199500,2020-10-20T16:59:59.999,
ilhswau,7pl37,2020-07-20T09:33:07.841,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
gymtcpi,7pl37,2020-07-20T09:33:07.841,6,PRINCIPAL,UNPAID,1199500,1199500,2021-01-20T16:59:59.999,
8jn3cb9,7pl37,2020-07-20T09:33:07.841,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
ld0f1jc,7pl37,2020-08-23T17:09:08.842,1,LATE_FEE,UNPAID,950000,950000,2020-08-20T16:59:59.999,
as9p80c,7qcon,2020-09-23T17:08:12.038,2,LATE_FEE,UNPAID,193500,193500,2020-09-20T16:59:59.999,
h4npf7x,7qcon,2020-07-20T01:33:12.074,1,PRINCIPAL,UNPAID,194500,194500,2020-08-20T16:59:59.999,
iq7qerf,7qcon,2020-07-20T01:33:12.074,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
8y3080x,7qcon,2020-07-20T01:33:12.074,4,PRINCIPAL,UNPAID,194500,194500,2020-11-20T16:59:59.999,
n43ffi1,7qcon,2020-07-20T01:33:12.074,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
9iqo1f9,7qcon,2020-07-20T01:33:12.074,2,PRINCIPAL,UNPAID,194500,194500,2020-09-20T16:59:59.999,
0u05348,7qcon,2020-07-20T01:33:12.074,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
19w8ws7,7qcon,2020-07-20T01:33:12.074,5,PRINCIPAL,UNPAID,194500,194500,2020-12-20T16:59:59.999,
1kz9mxs,7qcon,2020-07-20T01:33:12.074,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
356sdh9,7qcon,2020-07-20T01:33:12.074,3,PRINCIPAL,UNPAID,194500,194500,2020-10-20T16:59:59.999,
juxk0hu,7qcon,2020-07-20T01:33:12.074,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
esvoamf,7qcon,2020-07-20T01:33:12.074,6,PRINCIPAL,UNPAID,194500,194500,2021-01-20T16:59:59.999,
gp43qbh,7qcon,2020-07-20T01:33:12.074,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
34kctlh,7qcon,2020-08-23T17:09:03.100,1,LATE_FEE,UNPAID,193500,193500,2020-08-20T16:59:59.999,
6mzjyqi,7uhlo,2020-07-20T04:04:49.822,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-07-23T13:22:05
d6a1wvy,7uhlo,2020-07-20T04:04:49.822,1,PRINCIPAL,PAID,337000,0,2020-08-20T16:59:59.999,2020-07-23T13:22:05
zotvoqc,7uhlo,2020-07-20T04:04:49.822,4,PRINCIPAL,UNPAID,337000,337000,2020-11-20T16:59:59.999,
u6hl2g3,7uhlo,2020-07-20T04:04:49.822,4,INTEREST,PAID,0,0,2020-11-20T16:59:59.999,2020-08-04T13:47:13
iubnr5l,7uhlo,2020-07-20T04:04:49.822,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-08-04T13:47:13
w1faran,7uhlo,2020-07-20T04:04:49.822,2,PRINCIPAL,PAID,337000,0,2020-09-20T16:59:59.999,2020-08-04T13:47:13
dr50q01,7uhlo,2020-07-20T04:04:49.822,5,PRINCIPAL,UNPAID,337000,337000,2020-12-20T16:59:59.999,
qkjnclc,7uhlo,2020-07-20T04:04:49.822,5,INTEREST,PAID,0,0,2020-12-20T16:59:59.999,2020-08-04T13:47:13
9gv0rh3,7uhlo,2020-07-20T04:04:49.822,3,PRINCIPAL,PAID,337000,0,2020-10-20T16:59:59.999,2020-10-05T13:25:49
t66ksy5,7uhlo,2020-07-20T04:04:49.822,3,INTEREST,PAID,0,0,2020-10-20T16:59:59.999,2020-08-04T13:47:13
xvo3h73,7uhlo,2020-07-20T04:04:49.822,6,PRINCIPAL,UNPAID,337000,337000,2021-01-20T16:59:59.999,
a7diyja,7uhlo,2020-07-20T04:04:49.822,6,INTEREST,PAID,0,0,2021-01-20T16:59:59.999,2020-08-04T13:47:13
nbfb1rd,7y1ga,2020-07-20T06:23:16.695,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-25T02:25:20
x89hcgy,7y1ga,2020-07-20T06:23:16.695,1,PRINCIPAL,PAID,293000,0,2020-08-20T16:59:59.999,2020-08-25T02:25:20
bmlhh2o,7y1ga,2020-07-20T06:23:16.695,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
o4zamam,7y1ga,2020-07-20T06:23:16.695,4,PRINCIPAL,UNPAID,293000,293000,2020-11-20T16:59:59.999,
fy23heh,7y1ga,2020-07-20T06:23:16.695,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-23T09:30:45
bsewf86,7y1ga,2020-07-20T06:23:16.695,2,PRINCIPAL,PAID,293000,0,2020-09-20T16:59:59.999,2020-09-23T09:30:45
3v0jjla,7y1ga,2020-07-20T06:23:16.695,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
vrh0dyq,7y1ga,2020-07-20T06:23:16.695,5,PRINCIPAL,UNPAID,293000,293000,2020-12-20T16:59:59.999,
5wknfg3,7y1ga,2020-07-20T06:23:16.695,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
g6shx2q,7y1ga,2020-07-20T06:23:16.695,3,PRINCIPAL,UNPAID,293000,293000,2020-10-20T16:59:59.999,
8lsqg0g,7y1ga,2020-07-20T06:23:16.695,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
auq07bl,7y1ga,2020-07-20T06:23:16.695,6,PRINCIPAL,UNPAID,293000,293000,2021-01-20T16:59:59.999,
dom0618,7y1ga,2020-08-23T17:09:09.891,1,LATE_FEE,PAID,35000,0,2020-08-20T16:59:59.999,2020-08-25T02:25:20
8xvh7bq,80cax,2020-09-23T17:08:13.651,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
x1olyzi,80cax,2020-07-20T01:44:26.063,1,PRINCIPAL,UNPAID,919000,919000,2020-08-20T16:59:59.999,
i84oxf0,80cax,2020-07-20T01:44:26.063,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
8xljs4o,80cax,2020-07-20T01:44:26.063,4,PRINCIPAL,UNPAID,919000,919000,2020-11-20T16:59:59.999,
g3mpili,80cax,2020-07-20T01:44:26.063,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
2x8jtl6,80cax,2020-07-20T01:44:26.063,2,PRINCIPAL,UNPAID,919000,919000,2020-09-20T16:59:59.999,
ezpr4wn,80cax,2020-07-20T01:44:26.063,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
qm10pbl,80cax,2020-07-20T01:44:26.063,5,PRINCIPAL,UNPAID,919000,919000,2020-12-20T16:59:59.999,
sld2xpa,80cax,2020-07-20T01:44:26.063,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
umgzatk,80cax,2020-07-20T01:44:26.063,3,PRINCIPAL,UNPAID,919000,919000,2020-10-20T16:59:59.999,
mr8dmdw,80cax,2020-07-20T01:44:26.063,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
jl8x5n7,80cax,2020-07-20T01:44:26.063,6,PRINCIPAL,UNPAID,919000,919000,2021-01-20T16:59:59.999,
toiyahd,80cax,2020-07-20T01:44:26.063,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
durc0zn,80cax,2020-08-23T17:09:02.089,1,LATE_FEE,UNPAID,475000,475000,2020-08-20T16:59:59.999,
9xw4qbd,873t3,2020-09-23T17:08:14.622,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
jbafvb6,873t3,2020-07-20T02:05:40.569,1,PRINCIPAL,UNPAID,362500,362500,2020-08-20T16:59:59.999,
exqwkgv,873t3,2020-07-20T02:05:40.569,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
nnnuwcd,873t3,2020-07-20T02:05:40.569,2,PRINCIPAL,UNPAID,362500,362500,2020-09-20T16:59:59.999,
cryi8i4,873t3,2020-07-20T02:05:40.569,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
qeemxg2,873t3,2020-07-20T02:05:40.569,3,PRINCIPAL,UNPAID,362500,362500,2020-10-20T16:59:59.999,
n8dsq4t,873t3,2020-07-20T02:05:40.569,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
o9gjzbx,873t3,2020-08-23T17:09:02.636,1,LATE_FEE,PARTIALLY_PAID,361500,336500,2020-08-20T16:59:59.999,
jizoe72,8kms6,2020-09-23T17:08:15.941,2,LATE_FEE,PAID,85000,0,2020-09-20T16:59:59.999,2020-09-29T04:18:35
7lgls57,8kms6,2020-07-20T04:05:02.982,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-25T05:15:23
02koly8,8kms6,2020-07-20T04:05:02.982,1,PRINCIPAL,PAID,628500,0,2020-08-20T16:59:59.999,2020-08-25T05:15:23
az2jqj3,8kms6,2020-07-20T04:05:02.982,4,PRINCIPAL,UNPAID,628500,628500,2020-11-20T16:59:59.999,
i6ll2hu,8kms6,2020-07-20T04:05:02.982,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
b689fwi,8kms6,2020-07-20T04:05:02.982,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-29T04:18:35
uoj4826,8kms6,2020-07-20T04:05:02.982,2,PRINCIPAL,PAID,628500,0,2020-09-20T16:59:59.999,2020-09-29T04:18:35
q8rvl13,8kms6,2020-07-20T04:05:02.982,5,PRINCIPAL,UNPAID,628500,628500,2020-12-20T16:59:59.999,
oso48a1,8kms6,2020-07-20T04:05:02.982,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
k5lqy7t,8kms6,2020-07-20T04:05:02.982,3,PRINCIPAL,UNPAID,628500,628500,2020-10-20T16:59:59.999,
5meo4rz,8kms6,2020-07-20T04:05:02.982,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
bk1x5j0,8kms6,2020-07-20T04:05:02.982,6,PRINCIPAL,UNPAID,628500,628500,2021-01-20T16:59:59.999,
v1lmm6e,8kms6,2020-07-20T04:05:02.982,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
yj9pw5r,8kms6,2020-08-23T17:09:07.954,1,LATE_FEE,PAID,35000,0,2020-08-20T16:59:59.999,2020-08-25T05:15:23
dov6h5f,9najr,2020-07-20T01:34:52.288,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-19T07:07:08
ssm6rkl,9najr,2020-07-20T01:34:52.288,1,PRINCIPAL,PAID,547500,0,2020-08-20T16:59:59.999,2020-08-19T07:07:08
7gd44x7,9najr,2020-07-20T01:34:52.288,4,PRINCIPAL,UNPAID,547500,547500,2020-11-20T16:59:59.999,
dxijhtv,9najr,2020-07-20T01:34:52.288,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
xr16ft1,9najr,2020-07-20T01:34:52.288,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-19T15:17:21
2uj570m,9najr,2020-07-20T01:34:52.288,2,PRINCIPAL,PAID,547500,0,2020-09-20T16:59:59.999,2020-09-19T15:17:21
d5gqrru,9najr,2020-07-20T01:34:52.288,5,PRINCIPAL,UNPAID,547500,547500,2020-12-20T16:59:59.999,
64bfb67,9najr,2020-07-20T01:34:52.288,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
wkti96s,9najr,2020-07-20T01:34:52.288,3,INTEREST,PAID,0,0,2020-10-20T16:59:59.999,2020-10-03T03:46:13
2dtsupw,9najr,2020-07-20T01:34:52.288,3,PRINCIPAL,PAID,547500,0,2020-10-20T16:59:59.999,2020-10-03T03:46:13
0sdw7ft,9najr,2020-07-20T01:34:52.288,6,PRINCIPAL,UNPAID,547500,547500,2021-01-20T16:59:59.999,
oahm7hs,9najr,2020-07-20T01:34:52.288,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
6nmygjp,9pt6u,2020-07-20T07:54:28.922,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-04T03:38:20
km872ff,9pt6u,2020-07-20T07:54:28.922,1,PRINCIPAL,PAID,605000,0,2020-08-20T16:59:59.999,2020-08-04T03:38:20
xedqjlp,9pt6u,2020-07-20T07:54:28.922,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-17T09:13:25
j30tft0,9pt6u,2020-07-20T07:54:28.922,2,PRINCIPAL,PAID,605000,0,2020-09-20T16:59:59.999,2020-09-17T09:13:25
f8baem3,a3182,2020-07-20T01:40:00.129,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-20T04:29:47
0hgpn4w,a3182,2020-07-20T01:40:00.129,1,PRINCIPAL,PAID,261000,0,2020-08-20T16:59:59.999,2020-08-20T04:29:47
1lkxl21,a3182,2020-07-20T01:40:00.129,4,PRINCIPAL,UNPAID,261000,261000,2020-11-20T16:59:59.999,
7qoi0qo,a3182,2020-07-20T01:40:00.129,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
4l2t8kn,a3182,2020-07-20T01:40:00.129,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-19T11:06:26
tw6xwxc,a3182,2020-07-20T01:40:00.129,2,PRINCIPAL,PAID,261000,0,2020-09-20T16:59:59.999,2020-09-19T11:06:26
09d9bex,a3182,2020-07-20T01:40:00.129,5,PRINCIPAL,UNPAID,261000,261000,2020-12-20T16:59:59.999,
nuepqo2,a3182,2020-07-20T01:40:00.129,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
0papqv6,a3182,2020-07-20T01:40:00.129,3,PRINCIPAL,UNPAID,261000,261000,2020-10-20T16:59:59.999,
0vnmz1l,a3182,2020-07-20T01:40:00.129,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
pgqtmkl,a3182,2020-07-20T01:40:00.129,6,PRINCIPAL,UNPAID,261000,261000,2021-01-20T16:59:59.999,
n3oc5tc,a3182,2020-07-20T01:40:00.129,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
1mm2t1w,ah9kw,2020-07-20T10:13:19.841,1,INTEREST,PAID,224000,0,2020-08-20T16:59:59.000,2020-08-20T00:54:15
oxxh9ew,ah9kw,2020-07-20T10:13:19.840,1,PRINCIPAL,PAID,862500,0,2020-08-20T16:59:59.000,2020-08-20T00:54:15
2ti08dr,ah9kw,2020-07-20T10:13:19.841,2,INTEREST,PAID,155000,0,2020-09-20T16:59:59.000,2020-09-20T00:17:26
3nd3nvo,ah9kw,2020-07-20T10:13:19.841,2,PRINCIPAL,PAID,931500,0,2020-09-20T16:59:59.000,2020-09-20T00:17:26
s9sqhgd,ah9kw,2020-07-20T10:13:19.840,3,INTEREST,UNPAID,80480,80480,2020-10-20T16:59:59.000,
jccunki,ah9kw,2020-07-20T10:13:19.840,3,PRINCIPAL,UNPAID,1006020,1006020,2020-10-20T16:59:59.000,
z66k1dc,alq2l,2020-09-23T17:05:04.027,2,LATE_FEE,UNPAID,246500,246500,2020-09-20T16:59:59.999,
15b4qu0,alq2l,2020-07-20T09:27:47.618,1,INTEREST,UNPAID,224000,224000,2020-08-20T16:59:59.000,
7zffoyo,alq2l,2020-07-20T09:27:47.618,1,PRINCIPAL,UNPAID,862500,862500,2020-08-20T16:59:59.000,
0sc5go8,alq2l,2020-07-20T09:27:47.618,2,INTEREST,UNPAID,155000,155000,2020-09-20T16:59:59.000,
konbisy,alq2l,2020-07-20T09:27:47.618,2,PRINCIPAL,UNPAID,931500,931500,2020-09-20T16:59:59.000,
